YEAR,UPC,DOLLARS,UNITS
2012,00-01-38000-59947,31315.3,10451
2011,00-05-28400-01307,31242.58,11622
2011,07-03-55355-00516,31225.09,8013
2012,00-03-72600-00928,31217.28,12614
2012,00-02-72600-00166,31165.86,12513
2012,08-01-52772-00177,31121.97,10756
2011,00-01-77948-00902,31077.02,16408
2012,88-01-99998-85288,30952.83,22184
2012,88-01-99998-84457,30951.78,22322
2012,00-01-72600-00526,30833.66,11546
2011,00-01-28400-01376,30792.45,15836
2012,00-03-41780-00139,30789.33,11851
2011,00-02-28400-04770,30672.76,12074
2011,00-01-30684-01704,30607.25,25386
2012,88-01-99998-85205,30554.55,11325
2011,00-02-72600-00186,30490.850000000002,9257
2011,00-02-77817-12620,30478.28,9021
2011,00-03-28400-02186,30421.32,11302
2011,08-01-52772-00177,30336.420000000002,11037
2011,00-03-41780-00105,30206.98,30067
2011,00-03-41262-27247,30194.760000000002,10258
2011,00-01-28400-05663,30177.85,12459
2011,88-04-99998-10604,30130.07,11753
2012,00-01-64144-10625,30116.08,25435
2012,00-03-77817-12620,30074.68,10750
2011,00-02-41780-00263,30035.41,4899
2012,00-01-30684-01701,29990.89,15103
2012,00-01-41780-01159,29955.47,8858
2011,00-01-28400-04767,29950.93,11948
2012,00-03-15839-00002,29904.1,10324
2011,00-01-41780-02292,29861.56,8998
2012,00-04-41780-00384,29788.68,11526
2011,00-01-28400-08352,29753.5,7909
2012,00-02-72600-00186,29575.22,9007
2012,00-02-77817-11205,29471.34,11199
2011,00-01-41780-01211,29423.02,8655
2011,08-01-54137-00021,29351.49,5851
2011,00-01-41419-16284,29348.79,17229
2012,07-03-55355-00516,29310.84,8858
2011,00-01-41262-28563,29252.86,6214
2012,88-01-99998-84762,29189.04,14474
2011,00-01-28400-03502,29062.44,15308
2011,88-04-99998-10144,28687.76,22104
2012,00-04-41780-00386,28499.03,10328
2012,08-01-93594-00208,28486.06,16053
2011,00-02-28400-07879,28442.68,28136
2011,00-01-41262-28429,28430.18,14193
2012,00-01-28400-02958,28313.93,25872
2012,07-01-55355-00511,28225.74,7473
2011,00-01-77975-02318,28058.94,11041
2011,88-04-99998-09484,27943.87,14544
2012,00-03-28400-07858,27933.65,25676
2011,00-02-72600-00173,27903.62,8526
2011,00-01-28400-00816,27826.95,3055
2012,00-01-77817-11725,27762.43,10764
2011,00-01-84114-11632,27586.57,8902
2011,00-02-15839-00003,27580.32,9613
2011,00-01-72600-00338,27568.83,10088
2012,00-01-28400-06764,27532.32,11276
2012,00-01-41780-01211,27419.95,8026
2012,88-01-99998-85596,27364.67,13685
2012,88-01-99998-85037,27352.329999999998,4567
2011,00-01-41262-28433,27094.95,13505
2012,00-01-41262-28426,26942.93,13471
2012,88-01-99998-85161,26884.03,18394
2011,00-01-20685-18519,26820.16,6926
2012,00-01-15665-52080,26802.5,5303
2012,00-01-77975-08979,26781.05,8307
2012,88-01-99998-83644,26777.76,13813
2011,00-01-37000-23042,26775.01,15190
2011,88-04-99998-10667,26748.21,18837
2011,00-01-28400-08408,26730.2,9696
2011,07-01-81138-71013,26726.11,9966
2011,00-01-28400-03455,26712.1,7503
2011,00-02-72600-00178,26695.97,11511
2011,00-01-15665-10350,26613.06,9640
2011,00-01-28400-02807,26537.68,27426
2011,00-01-37000-21147,26354.13,9278
2011,00-01-77975-08656,26350.03,3620
2012,00-03-41780-00199,26335.09,6957
2011,00-01-77975-08583,26298.11,9510
2012,00-01-30684-01778,26061.52,12448
2011,00-01-24100-36832,26022.02,9879
2012,08-01-54615-00212,26016.23,3233
2012,00-01-41419-16284,25995.42,13563
2011,88-04-99998-10576,25963.54,6648
2012,08-01-52772-00106,25897.05,8898
2011,00-02-77817-14290,25858.9,9971
2012,08-01-56435-00148,25803.57,8845
2012,00-01-28400-03878,25756.37,8972
2011,88-04-99998-10286,25735.12,13093
2011,00-01-37000-18135,25498.24,23920
2012,00-01-77975-08178,25465.59,8640
2012,00-02-28400-07134,25431.420000000002,6519
2012,88-01-99998-84801,25421.47,12549
2011,00-02-28400-08293,25418.72,8385
2011,00-02-41780-00038,25364.86,10232
2011,00-05-41262-27365,25339.510000000002,23553
2011,00-01-28400-07913,25199.31,25384
2011,00-05-28400-02211,25154.08,9410
2011,00-02-41262-28144,25054.05,10278
2011,00-01-72600-01607,25021.670000000002,9835
2011,07-01-95360-00220,25005.11,10572
2012,00-01-72600-01612,24985.68,8631
2012,07-01-95360-00220,24983.97,11007
2012,08-01-43571-00168,24835.86,5034
2011,00-01-41262-28142,24804.27,10358
2011,00-02-84114-10984,24772.83,7651
2011,88-04-99998-10959,24769.21,11909
2011,00-01-77817-33345,24733.45,24712
2012,00-04-41780-00387,24677.23,9606
2011,00-01-82666-70040,24672.96,10294
2012,00-05-77817-15700,24659.3,8060
2012,00-01-20685-18519,24585.77,6266
2012,00-01-78907-45034,24579.89,8557
2012,00-01-44000-02655,24533.46,8760
2012,00-01-64144-10626,24508.51,19971
2011,88-04-99998-10670,24293.02,6758
2011,00-01-44000-02655,24219.19,7749
2012,00-01-41262-28564,24104.45,5057
2011,00-02-15665-22030,24061.43,9246
2011,00-01-28400-03464,23990.22,9148
2012,00-01-37000-21147,23962.3,8012
2011,00-01-84114-11336,23895.97,7998
2012,00-03-41780-01386,23875.19,9099
2011,88-05-99998-13204,23831.44,15981
2012,00-01-37000-23042,23812.88,13325
2012,00-01-28400-02807,23772.82,22574
2011,00-01-44000-02319,23769.39,8208
2012,07-01-81138-71311,23656.92,8852
2011,08-01-29515-30205,23634.75,8672
2011,00-02-41780-00135,23633.7,23176
2011,00-01-77817-11725,23614.34,9212
2011,88-04-99998-11320,23590.65,16546
2012,00-04-41780-00105,23547.92,23624
2012,00-01-77975-02318,23534.13,8696
2012,08-01-90444-00056,23478.14,9651
2011,00-01-28400-03454,23475.37,6663
2012,00-01-28400-03362,23443.65,8766
2011,00-03-41780-00199,23419.16,6709
2011,00-01-37000-24099,23410.59,13227
2012,88-01-99998-85022,23213.3,15930
2011,00-01-28400-08356,23188.1,6103
2011,00-01-28400-02590,23154.4,23615
2012,88-01-99998-84340,23141.96,8305
2011,00-03-77817-13030,23049.28,8055
2012,00-02-41262-28453,23026.97,10719
2011,00-02-77817-11205,23002.97,8099
2011,00-03-72600-00531,22967.35,10383
2011,88-04-99998-10140,22900.45,17645
2011,00-03-28400-00835,22866.35,9035
2012,00-01-16000-28052,22813.35,6154
2012,00-03-77817-16270,22780.14,10732
2012,00-01-28400-03469,22738.66,8136
2011,00-01-28400-05640,22733.48,3157
2011,88-04-99998-10587,22722.31,16087
2012,00-01-41262-28563,22690.74,4804
2012,00-01-20685-00030,22679.31,7178
2011,00-01-78907-45034,22676.11,7859
2012,00-01-20685-07950,22649.92,6852
2012,00-02-41780-00159,22637.78,9058
2011,00-01-84114-11439,22615.0,7465
2012,88-01-99998-85125,22565.6,5940
2012,00-02-72600-00359,22542.39,7776
2012,00-03-41262-27247,22432.93,7553
2011,00-02-15839-00002,22394.87,7758
2011,00-01-41780-00359,22360.02,3628
2011,00-04-41780-00187,22337.760000000002,7868
2012,00-02-41780-00038,22328.65,8770
2011,00-03-77975-02279,22308.46,8001
2012,00-01-37000-24099,22282.71,12416
2012,00-01-77975-08526,22271.57,5233
2011,00-01-28400-03916,22261.93,7423
2012,00-01-41780-00359,22214.92,3550
2012,00-01-28400-09952,22207.61,8304
2012,00-02-77817-14290,22141.87,8576
2011,00-01-28400-08353,22091.53,5897
2012,00-02-72600-00178,22028.98,9299
2012,00-01-72600-00338,22013.38,7976
2011,00-01-41262-28427,21974.68,10979
2012,00-02-28400-01387,21955.7,7431
2012,00-02-84114-10984,21848.86,7049
2011,00-01-72600-00359,21794.23,8266
2011,00-02-41262-28453,21782.46,10041
2012,00-04-77817-13030,21778.18,8018
2012,00-01-15665-10350,21710.53,7729
2012,08-01-29515-30220,21693.61,7740
2012,00-01-37000-23009,21584.67,12618
2012,88-01-99998-84455,21576.97,15523
2012,88-01-99998-83651,21573.71,11451
2011,00-01-77975-08526,21560.27,4783
2011,88-04-99998-10142,21518.0,8013
2012,00-02-72600-00173,21501.8,6523
2011,00-01-30000-15026,21496.36,13950
2011,00-03-28400-01234,21406.47,8349
2011,00-01-16000-28346,21351.06,8543
2011,88-04-99998-11183,21327.78,21783
2011,00-02-28400-07874,21246.9,20966
2011,08-02-37654-92469,21227.4,5820
2012,00-01-41780-00194,21204.44,5595
2011,07-01-95360-00210,21181.88,8859
2011,00-02-41262-28146,21139.66,8763
2012,00-01-30684-01707,21075.54,11469
2012,00-01-28400-07881,21069.45,19389
2012,00-01-90997-66010,20971.89,11700
2011,00-01-30000-15027,20932.77,13602
2011,88-04-99998-10600,20851.12,3795
2011,00-01-16000-16553,20845.78,20774
2012,00-01-77975-08901,20844.23,8743
2011,88-05-99998-66969,20822.48,4932
2011,00-01-20685-07950,20781.96,7048
2012,88-01-99998-85954,20759.46,10788
2011,88-05-99998-36995,20758.33,9212
2012,00-01-28400-04743,20737.76,10417
2012,00-03-72600-00531,20707.45,8056
2011,00-03-41780-01386,20700.09,8291
2012,00-06-28400-01289,20695.69,5559
2012,00-01-84114-11336,20665.51,6880
2012,00-01-77975-08900,20623.93,8457
2012,00-02-41262-28454,20512.54,9834
2011,88-04-99998-10582,20510.0,14652
2011,88-05-99998-13203,20497.8,9363
2012,00-01-82666-21812,20492.77,4054
2011,00-04-41780-00025,20465.98,20014
2011,00-03-72600-00867,20399.34,2961
2012,00-01-41262-28347,20281.82,10249
2012,08-01-97463-00101,20223.24,4190
2011,00-01-37000-23011,20214.69,11191
2012,88-01-99998-85289,20138.37,5182
2012,00-01-28400-03984,20119.78,7837
2012,88-01-99998-85937,20106.49,14380
2011,00-01-84114-11558,20082.57,6561
2011,00-01-82666-21812,20021.13,3892
2011,00-02-41262-28147,19987.27,8142
2012,00-06-28400-01388,19968.19,6746
2011,00-01-37000-23009,19951.329999999998,11571
2011,06-02-16676-09226,19933.94,7222
2012,00-01-77975-08583,19908.510000000002,7257
2012,88-01-99998-85050,19907.07,12987
2011,00-02-28400-07858,19842.77,20044
2011,00-03-72600-00188,19818.54,6082
2011,06-01-16676-09228,19815.19,7139
2012,08-01-93594-00212,19787.48,11272
2012,00-01-28400-02590,19735.14,18545
2012,00-01-77975-08902,19641.41,8143
2011,00-01-30000-31039,19627.73,12714
2011,06-01-55852-00146,19611.5,3140
2012,08-01-54137-00055,19583.28,3333
2012,00-01-41262-28406,19503.35,9825
2011,00-01-72600-01234,19499.11,9429
2012,00-01-84114-11558,19481.65,6373
2012,88-01-99998-85294,19474.55,8904
2012,06-01-16676-09228,19443.75,7069
2012,88-01-99998-83676,19416.22,8865
2011,00-01-20685-00030,19355.03,6764
2011,00-01-41780-00194,19351.010000000002,5492
2011,88-04-99998-09784,19290.7,8458
2012,00-01-84114-11439,19283.15,6381
2011,00-01-28400-08297,19267.96,4646
2012,07-02-24923-45100,19229.3,4760
2011,00-05-41780-00045,19216.74,18779
2012,07-01-28229-67901,19174.38,4796
2012,88-01-99998-83655,19143.99,9927
2011,08-01-29515-30220,19142.94,7262
2012,88-01-99998-85486,19096.43,8703
2011,07-01-28229-01402,18953.32,4173
2011,00-01-30684-01707,18915.04,10871
2011,00-01-41780-00345,18910.99,16381
2012,00-02-41780-00135,18909.79,18750
2011,00-01-28400-00517,18815.86,5862
2012,00-01-30684-01762,18760.08,9185
2011,00-01-20685-07953,18707.84,6506
2012,00-04-28400-07165,18640.74,4795
2012,00-01-28400-02820,18623.53,14728
2012,00-02-15839-00795,18506.86,5977
2012,08-01-54137-00070,18434.85,4615
2012,00-01-37000-23011,18394.1,10037
2012,08-01-55983-00258,18344.5,3006
2011,00-01-41262-28139,18277.7,3294
2012,00-02-77975-08825,18124.12,5603
2011,00-01-28400-02958,18117.16,18804
2012,00-02-84114-11393,18087.11,6020
2012,00-01-41262-28329,18055.88,9189
2011,00-01-72600-01612,18052.65,6955
2011,00-01-77975-08825,18029.440000000002,5528
2011,00-01-41262-28177,18024.22,8651
2012,00-01-11152-85171,18009.73,3267
2011,00-01-28400-00227,18007.44,9073
2011,00-02-28400-07903,17999.69,17810
2012,00-02-41262-28142,17981.46,7516
2011,88-04-99998-11225,17946.73,7982
2012,00-07-28400-00970,17921.45,6039
2012,00-01-28400-01230,17901.78,5956
2012,00-03-72600-00188,17848.21,5450
2011,00-02-77817-16270,17834.64,7841
2012,00-02-28400-00481,17826.010000000002,16369
2011,00-02-41262-28216,17813.0,17922
2011,00-02-41780-00028,17772.04,7154
2012,08-01-29515-30205,17765.2,6158
2011,08-01-52772-00120,17719.86,6403
2011,00-02-41780-00326,17678.55,6241
2011,08-01-29515-30050,17677.05,3595
2012,00-03-20685-14810,17630.42,5532
2012,00-01-41780-00378,17616.52,7118
2011,88-04-99998-09488,17581.28,9148
2011,00-01-20685-07940,17563.2,5696
2012,07-01-95360-00210,17461.6,7732
2012,00-01-72600-01234,17368.08,7684
2011,00-01-77975-08555,17347.670000000002,6472
2011,00-03-77817-12493,17332.39,5549
2012,00-01-15839-00821,17294.46,4025
2012,00-01-73416-03530,17286.41,5862
2011,00-01-77975-08553,17285.64,6657
2011,00-01-28400-01507,17281.18,6262
2011,08-01-55983-00259,17266.2,2830
2011,06-01-16676-09222,17213.64,6236
2011,00-01-28400-08340,17045.27,6858
2011,00-02-28400-05661,17019.41,7008
2011,88-04-99998-10281,17013.87,7694
2011,00-02-84114-11393,17006.55,5711
2011,00-01-41780-00165,16976.04,16586
2012,88-01-99998-85236,16950.86,3444
2011,00-01-73416-03530,16936.67,5775
2012,00-02-77975-08823,16904.02,5206
2012,00-01-28400-07122,16845.1,5683
2011,08-01-93594-00209,16801.36,9676
2012,00-01-77975-08696,16800.71,4634
2012,00-02-44000-02944,16754.15,6143
2012,08-01-54615-00214,16733.6,2091
2012,00-01-77817-33345,16719.33,16729
2012,88-01-99998-85499,16655.14,6116
2011,07-01-24923-45100,16626.670000000002,4073
2012,00-01-41419-16283,16623.8,8423
2012,00-02-15839-00797,16555.48,5309
2012,07-01-58259-00147,16541.55,4145
2012,00-01-41262-28177,16528.579999999998,8245
2011,00-02-41262-28150,16499.13,7119
2012,00-07-28400-00293,16479.85,2328
2011,88-04-99998-10401,16475.31,8322
2012,00-02-41780-00165,16471.59,16482
2012,08-01-90444-00057,16441.41,6505
2012,00-01-28400-03963,16433.21,4497
2011,00-03-77817-10580,16422.8,5055
2012,07-01-55355-00527,16392.11,2826
2011,07-01-28229-67901,16391.47,4133
2011,00-02-41262-28430,16390.5,9085
2012,00-01-20685-07953,16371.03,5056
2012,88-01-99998-86113,16350.03,6536
2012,00-02-41780-00028,16328.83,6278
2012,00-01-30000-31039,16276.59,10484
2012,00-01-53852-00300,16255.91,6130
2012,00-01-28400-01232,16239.59,5513
2011,00-09-28400-00303,16220.63,1719
2012,00-02-77817-16370,16207.75,5656
2011,00-01-15839-00821,16173.13,4027
2011,08-01-54137-00055,16133.84,2756
2011,08-01-93594-00210,16077.85,9152
2011,00-01-41262-27651,16036.84,4116
2012,08-01-54137-00020,15980.26,3118
2012,00-01-82666-70040,15966.03,6416
2011,00-01-28400-02070,15934.710000000001,5388
2012,00-01-16000-28346,15923.16,6025
2011,88-04-99998-11321,15920.92,10816
2011,00-01-53852-00300,15914.63,6151
2012,06-02-16676-09226,15892.43,5760
2011,88-04-99998-10304,15879.78,5987
2011,00-01-41780-02178,15879.300000000001,1576
2012,00-01-77975-08814,15823.06,3253
2012,00-03-15839-00006,15805.69,4827
2011,08-01-93594-00211,15804.12,8842
2011,88-04-99998-10753,15783.09,3231
2011,00-01-16000-47433,15773.52,6318
2012,00-04-41780-00025,15769.85,15517
2011,00-01-11152-85171,15762.62,2862
2012,00-02-28400-02815,15732.36,13845
2012,00-01-41262-28107,15716.76,7816
2011,00-01-72600-00343,15662.050000000001,5777
2012,00-02-28400-07132,15644.47,4011
2012,88-01-99998-85597,15595.1,7765
2011,88-04-99998-11445,15564.19,5867
2011,00-02-41262-28431,15552.93,8493
2011,00-01-41780-01231,15483.95,5516
2012,00-04-28400-07164,15468.49,3978
2011,00-01-41262-28430,15450.7,7700
2011,00-03-20685-14810,15422.43,5412
2011,00-01-77975-08696,15407.41,4210
2012,00-02-41780-00345,15394.69,13091
2012,88-01-99998-85018,15387.03,3869
2012,07-01-28229-01315,15366.95,4227
2011,00-01-77975-08732,15363.47,5545
2011,00-01-77975-08756,15352.12,2598
2011,00-01-41262-28211,15345.29,15664
2012,88-01-99998-85755,15327.82,15541
2011,00-01-41419-16283,15296.19,7909
2011,88-04-99998-11067,15266.96,7570
2011,08-01-43571-00168,15195.87,3193
2011,00-01-77975-08823,15193.640000000001,4630
2012,00-02-28400-03399,15189.06,3573
2012,06-01-78523-04012,15184.51,3529
2011,00-01-28400-00449,15173.75,4065
2011,00-07-28400-00293,15144.22,2259
2011,00-02-28400-05352,15090.55,6641
2012,08-01-56435-00149,15062.78,5083
2012,00-01-16000-16553,15050.75,15021
2012,00-02-41780-00326,15041.220000000001,4827
2011,00-01-77975-08552,14819.89,5602
2011,00-01-41262-28431,14813.22,7415
2012,06-01-55852-00146,14773.710000000001,2279
2011,00-02-28400-03521,14770.43,5775
2011,00-01-28400-03925,14729.15,5024
2012,00-01-72600-00343,14728.29,5396
2011,06-01-47671-31011,14709.28,3560
2011,88-04-99998-10793,14707.62,10245
2012,00-01-41262-28582,14687.8,7421
2012,00-01-70273-20701,14665.06,6595
2011,00-01-28400-03285,14662.61,5890
2011,00-01-84114-11751,14581.92,4938
2011,00-01-41780-01291,14534.11,5150
2012,00-01-72600-09641,14531.81,1648
2011,00-01-28400-08310,14494.47,3241
2011,00-01-28400-00358,14474.99,4165
2011,00-01-28400-03219,14446.3,5520
2012,00-01-77975-08732,14427.92,5097
2011,00-02-72600-01864,14420.33,1647
2012,00-01-41262-28357,14414.81,7316
2012,00-01-37578-61600,14408.56,5241
2012,88-01-99998-84672,14407.23,6476
2011,88-04-99998-09786,14401.29,6305
2011,00-02-16000-16430,14359.63,5740
2011,00-01-73731-08304,14338.45,5585
2012,00-05-41780-00045,14337.21,14189
2012,00-01-41262-28581,14277.45,7209
2011,00-02-41780-00159,14270.44,5204
2011,00-01-41262-28107,14259.97,6930
2011,08-01-52772-00101,14208.88,5545
2011,00-03-28400-04150,14206.69,4775
2011,06-01-35992-04330,14142.35,4881
2011,00-01-28400-08406,14134.42,4347
2012,06-01-35992-04330,13993.64,4667
2011,88-04-99998-10554,13977.13,5601
2012,88-01-99998-83763,13934.03,10047
2011,88-04-99998-10377,13931.61,7003
2011,07-01-81138-71312,13918.54,5123
2011,00-01-16000-42198,13906.2,4889
2011,00-01-16000-28052,13840.28,3763
2011,00-02-70271-00310,13828.72,2191
2011,08-01-90444-00056,13823.73,6029
2011,00-01-41262-28155,13819.04,5909
2012,07-04-24923-11100,13798.01,3389
2011,00-04-41780-00173,13795.36,1964
2011,00-01-28400-03079,13766.02,5754
2011,00-01-16000-16952,13752.61,4718
2012,00-01-37000-50875,13742.75,8068
2011,00-01-28400-03363,13727.32,5259
2011,00-01-77975-08820,13674.890000000001,4208
2012,07-01-28229-01402,13665.62,2849
2012,00-01-16000-42373,13601.68,5550
2012,00-03-41262-28216,13571.43,13732
2011,00-01-70273-20701,13549.11,6648
2012,00-01-20685-07938,13505.2,4056
2011,00-03-41780-00075,13503.24,13472
2012,00-01-16000-47433,13464.18,5190
2011,08-01-52772-00178,13443.18,4575
2011,00-01-71146-00246,13373.88,7211
2011,00-01-77975-08697,13368.07,3692
2012,00-02-28400-07879,13351.11,12277
2012,00-01-41262-27651,13321.8,3366
2012,88-01-99998-85020,13318.13,7835
2011,08-01-54137-00070,13317.08,3337
2012,00-01-28400-06954,13224.31,4793
2012,00-03-73731-08304,13216.44,5511
2012,00-01-28400-03285,13204.12,5303
2011,08-02-54088-00101,13201.37,5379
2011,88-04-99998-10578,13198.619999999999,7936
2012,00-01-41262-28407,13188.21,6639
2012,00-01-84114-11581,13176.12,4274
2011,07-04-24923-11100,13156.16,3124
2012,00-02-70271-00310,13152.37,1893
2011,08-01-43571-00078,13135.66,3993
2011,00-01-28400-01364,13091.29,6657
2011,00-03-41262-28630,13087.17,12484
2012,00-02-30000-02913,13075.36,7691
2012,08-01-29515-30717,13065.75,4988
2012,88-01-99998-85015,13060.64,6511
2012,88-01-99998-84992,13055.02,5238
2011,00-01-77975-02025,13052.08,4137
2011,07-01-28229-01315,13044.2,3518
2011,00-01-28400-09749,13033.22,12839
2012,00-01-13562-30057,13031.95,2765
2012,00-01-41419-16288,13008.619999999999,4088
2012,00-02-77975-08820,13000.17,4045
2011,00-02-41262-28434,12952.38,6939
2011,00-01-41262-28454,12943.26,6218
2012,00-01-15839-00940,12939.24,4257
2011,00-01-41262-28444,12937.95,6379
2011,88-04-99998-09485,12925.33,4637
2012,00-01-20685-00041,12922.85,4115
2012,00-01-15839-00950,12909.98,4150
2012,08-01-52772-00178,12897.59,4581
2011,00-02-41262-27050,12877.69,12205
2012,06-01-47671-31011,12860.35,3292
2011,88-04-99998-10283,12820.24,5805
2011,00-01-37000-26738,12762.289999999999,7232
2012,07-01-65667-11010,12748.72,8845
2012,00-01-28400-02814,12709.08,10186
2012,00-01-37600-35463,12681.23,4407
2011,00-02-30000-02913,12675.77,7663
2011,00-02-41780-00084,12656.9,12786
2011,08-01-56435-00148,12650.03,3656
2012,00-01-37000-26738,12634.93,7364
2012,88-01-99998-85936,12604.39,1818
2011,00-01-28400-04741,12572.28,5534
2012,00-01-37000-48093,12558.95,7556
2011,88-04-99998-11184,12549.18,12309
2012,00-03-16000-16430,12546.44,4729
2011,08-01-52772-00156,12530.75,4798
2012,00-01-84114-11751,12529.98,4192
2011,00-02-41262-28432,12507.93,6671
2012,00-01-73490-13088,12507.539999999999,10503
2011,00-01-41262-28136,12479.52,5935
